,x1,x2
0,0.42145387114049754,-1.131113155177669
1,0.4139904352062014,-1.0624090397878396
2,0.73680195546202,-1.3457925089380582
3,0.81557879983769,-1.1208231481450397
4,0.6367637582817849,-1.7079151640295813
5,0.45816896309711375,-1.3013045693099625
6,0.7475339155622839,-1.318056614883637
7,0.7752060268290152,-0.6681763659654194
8,0.7054648235078953,-1.2195664433184161
9,0.8199564451424011,-1.3206311661443093
10,0.7964249038573311,-1.3778589464893434
11,0.8859972915179214,-1.477600227096803
12,0.6786009532172905,-0.9090550117705565
13,0.8386788019341157,-0.8815395806453336
14,1.0754485765618347,-1.1726488209723134
15,1.257046135073968,-1.6351754404754901
16,0.5138118050651073,-1.244998947831642
17,0.7754377084031621,-0.6773240454202915
18,0.7581768838596025,-1.434899697530086
19,0.9401595365777156,-1.3898019480302712
20,0.49869335757815036,-1.4607941015052375
21,0.7254577846276586,-1.4321890350436568
22,0.931576090828269,-1.823562141790582
23,1.1319275213021955,-1.6419521541971875
24,0.7651799229143269,-1.1596802621291646
25,1.2353827789431726,1.0646077364778463
26,1.148249125419953,0.9617714431062342
27,1.1054430061804252,0.9169479219083398
28,1.3747434060602761,0.9041498478294197
29,1.8772153578864161,0.9267900548829234
30,1.7182147181260143,1.0862389515431206
31,1.690251389885673,1.0887213701972103
32,1.3173318957036715,0.8685512772971654
33,1.4966856669417044,0.7862463339528438
34,1.1463307446111557,0.5096905129012348
35,0.7640639105484495,0.38839082569758787
36,0.8652441322701132,0.5682831065657066
37,0.7654957768009776,1.4211438532483158
38,1.3925522505579115,0.7246111197995208
39,0.7504172716350043,0.797679740170159
40,0.8139908017912603,0.36684011459357196
41,1.4247412821492778,0.3725504573508206
42,1.5125000643272566,0.6885367039134344
43,1.7177132350142055,0.74133673130908
44,0.9375326561187616,1.3803090064722565
45,1.325602223009701,0.686021093877824
46,1.4795194205208206,0.5046118467112658
47,1.6574718846800909,0.4308080296361459
48,1.0640715336881068,0.7280093220864121
49,1.4574903218075266,1.068753212303239
50,1.5126593941540278,-0.9821104241664325
51,2.03947077906232,-1.1990308740121205
52,2.1640234454645446,-1.4418264463957835
53,1.7902308269500902,-1.5471435012851336
54,1.9743555620214641,-1.1946465636102686
55,1.6646303962540607,-1.0726225955372282
56,1.4466626414303425,-1.5670994007466335
57,1.9622766584079636,-0.9575196612049344
58,1.537459750735843,-1.1048224198999284
59,2.0157139067807885,-1.9083579115351208
60,2.0545739468020177,-1.3227685015635249
61,1.9033445209593913,-1.4439229202588462
62,1.4458929055263818,-1.2446535768197098
63,1.8906174089781844,-1.0891555365699321
64,2.1833155785613743,-1.334459758269062
65,2.3789769733552735,-0.45018683720421027
66,1.537842866470979,-0.982393205935423
67,1.9831997003309227,-0.9882586133220532
68,2.0864316342917535,-0.8904727711845271
69,2.1566735633926695,-1.2952594469878151
70,1.83389854512776,-1.3522615234845325
71,1.7416408557751581,-0.9669901132012151
72,1.833373609127726,-0.9760600955275415
73,1.9016431925984854,-1.5449318399377394
74,1.1800241640987603,-0.9888521067622086
75,2.0044356417820093,-1.1190540677731304
76,2.2711771461534735,-0.9356787391978769
77,1.81328444469874,-0.859036317838588
78,1.7423211873197475,-1.0122942050346686
79,1.848420961309786,-1.4879043804518095
80,2.1501172045140615,-1.3220741803939327
81,1.555564240916076,-1.3105744279349736
82,2.012900389917841,-1.1058030090571955
83,1.4170540572857626,-1.6326132869042305
84,1.8096966449199814,-1.2171426138634103
85,1.7529385839202147,-1.502357721376637
86,2.101000731713386,-1.7483936854372084
87,2.0620339282135167,-1.5396478514495033
88,1.787702079995962,-0.5592359361781066
89,2.0265945911418273,-1.053932629406317
90,1.992669190182138,-1.1212192852816574
91,1.6860450974913097,-1.4940894225188694
92,2.011515368820491,-0.5531560544240859
93,2.115786887828668,-0.8920523649069949
94,1.8162948620559143,-1.1305902135721957
95,1.8390059802453722,-0.8224177026663854
96,1.5454331153276104,-1.3312846423856106
97,2.0706963440917767,-0.9437608560846654
98,1.931273095747683,-1.0124997620936607
99,1.9202043169705554,-1.6102036031947975
100,-0.09489233083780989,-1.5422373679214387
101,0.04174159227967922,-1.09992896956105
102,-0.3824829376887611,-1.3231409262719795
103,-0.12082744764689014,-1.4192094088930176
104,-0.5438827150691292,-1.6895916540951448
105,-0.44178428151074206,-1.493276913118783
106,-0.0489591800208629,-0.6504050182245219
107,-0.4912731985119946,-1.4439855069137386
108,-0.27664322797516394,-1.7987777972061219
109,-0.2610199661315905,-0.9297600343577879
110,-0.9148506506798055,-1.2881422554919213
111,0.20884985013403434,-1.4187072041109794
112,-0.1120949484083209,-1.3267292575939809
113,0.6698023845359261,-1.3873317830596525
114,-0.034628728637344855,-1.3657011844170055
115,-0.35036209311125477,-0.5882577336488635
116,0.4049043176631679,-1.668364512430857
117,-0.15420550099494762,-0.9387235726919969
118,-0.10391570455311525,-1.4840597253360035
119,0.23481987161719536,-0.9835792148419424
120,-0.7596099885970866,-1.4176506345443445
121,-0.014303605298109506,-1.1398931963364887
122,-0.18925746967673165,-1.8302940559979173
123,-0.42804708230432753,-1.0956114013684792
124,-0.3979312120512296,-1.4903750859513554
125,1.3537261525736761,0.7581361551017781
126,1.1162709499472507,0.9387329658614516
127,1.3422048922229843,0.7334743948514403
128,1.1260499692054717,0.5785875250966341
129,1.711262240647668,1.1775828415454836
130,1.077940163741773,0.934685891655902
131,1.483267945799187,0.8381505964793291
132,1.3027773150743376,0.5710574529215289
133,1.4481259964027762,0.48315149349588743
134,1.6975561663418373,0.519001248112082
135,1.4857747219202118,0.16929570665092952
136,1.3266974809173033,0.7439758929246075
137,1.0333143775140023,0.9207293207145502
138,0.9252337290668684,0.34081297988899295
139,0.8685875948720135,0.7760154302374427
140,1.3915063161312942,1.355280863290591
141,1.0359810100178486,0.3956426338180731
142,1.4504887225812149,0.6127131296012284
143,1.6889896880739745,0.6521399460371977
144,1.3290604186709682,1.2287882166815705
145,1.7846232947184246,1.2891823575184826
146,1.3855728457636025,1.0934542534624543
147,1.0060390614720718,0.740725247380425
