,weight,x1,x2
0,0.05846235339214635,1.3566300292398386,-0.30168778110009153
1,0.16568545729884532,1.3205543128773776,0.7755251580319384
2,0.02310750388673485,1.23371090221364,-1.2309510645872912
3,0.13351725663212885,0.5813637402779684,-1.9966878412779987
4,0.10706460864354503,0.7357987421978524,-1.2022827368263607
5,0.05531045470898093,1.3282997071908818,-0.3418736836191666
6,0.08149279511282494,0.7070329155340589,2.1572538285395835
7,0.07671867724705832,-0.8640478392505084,0.967143288655107
8,0.06619473096331947,-0.13617801792046003,-1.2369032114729375
9,0.026224225721568517,0.23062442188884835,-1.6743482667435998
10,0.016740159175600015,1.187935008988548,0.01172799063320798
11,0.037838750905424906,0.5953688679591338,0.44840615939306067
12,0.02578480100313802,-0.6706722997548051,0.18220588476557914
13,0.00462344601976141,1.7354048618111992,0.9162256921037428
14,0.00898300941738062,0.07945694455156432,0.17068402755835382
15,0.00022489610738595135,0.10064072645111827,-0.05542776510747241
16,0.0021838405347733856,1.4227636651751203,-0.3659356319905567
17,0.009835539656301559,1.3132284466376674,-1.845277933030309
18,0.006036715038321683,-1.9028804166973305,0.42267544676200713
19,0.011786215055937875,1.4650193835253291,1.3226654237882802
20,0.00879469518613026,-0.18025858789696247,-0.9082850287175441
21,0.004419131825668766,1.876700080420641,-1.1640180013296668
22,0.00872924719239499,-0.30516901427501386,0.25932914436667887
23,0.00011989521589233347,0.11574427701525769,-0.8115663292057991
24,0.00460167598079271,0.7263909765026791,1.4288695095002715
25,7.244485270177345e-05,0.4884869018795515,-1.0647659569942012
26,0.0010624708694723787,0.5471511155648141,-0.31529324796782776
27,0.003090476946896422,-0.4229005548613277,0.1584450686934949
28,0.0028054018981610042,0.4699102564923701,0.06566045897025025
29,0.0002828128570387696,-0.3011621999493156,0.551710301802151
30,0.0006979131880182957,0.2389383439161209,-0.42901644065617073
31,0.004011262198151415,-0.40272483558888894,-0.26133690353952094
32,0.007817335280841454,0.04829372036407514,0.5318806757603727
33,0.00288668630747832,0.20589806695497181,-1.1432233008949573
34,0.003996826512790988,1.9011609960647684,-1.7466176887627847
35,0.002627737575799321,-0.48109802672541113,1.157575902195373
36,0.002164512429011613,0.4450599224917757,-2.224009699056606
37,0.0023363548732196022,-0.25434268957876305,-0.16217760100562909
38,0.004433344002790296,0.2992506924965398,-1.301291914278043
39,0.002987315410583252,0.23421650758225931,-2.747091293624877
40,0.0012163212394199414,1.6642577955028255,-0.46861855457943163
41,0.000744720423805423,-1.0066979615992506,0.07817245873615608
42,0.0004831637800058978,-0.7869995411546229,-2.1229205359180683
43,0.0016476882873022248,2.241710696273204,0.6921051143213564
44,0.0010410429356696531,0.7713459391784346,-0.4307721384754846
